ID,Date_of_Birth,Email,AI_Score,Demographic_Group,Status
APP-03727,1992-10-26,applicant_3727@email.com,60,Group_C,Active
APP-03728,2000-11-23,applicant_3728@email.com,79,Group_C,Inactive
APP-03729,1999-02-09,applicant_3729@email.com,55,Group_C,Active
APP-03730,1987-10-30,applicant_3730@email.com,75,Group_C,Active
APP-03731,02-25-1997,applicant_3731@email.com,87,Group_A,Active
APP-03732,08-08-1990,applicant_3732@email.com,75,Group_A,Active
APP-03733,1982-01-17,applicant_3733@email.com,74,Group_C,Inactive
APP-03734,1991-11-07,applicant_3734@email.com,67,Group_A,Active
APP-03735,09-11-1995,applicant_3735@email.com,85,Group_A,Active
APP-03736,1998-12-03,applicant_3736@email.com,79,Group_A,Active
APP-03737,1993-10-02,applicant_3737@email.com,69,Group_A,Active
APP-03738,1981-10-15,applicant.num_3738@email.com,75,Group_A,Active
APP-03739,1989-05-27,applicant_3739@email.com,58,Group_C,Active
APP-03740,1999-04-03,applicant_3740@email.com,85,Group_A,Inactive
APP-03741,1990-08-15,applicant_3741@email.com,82,Group_A,Active
APP-03742,07-20-1990,applicant_3742@email.com,65,Group_A,Active
APP-03743,1993-06-06,applicant_3743@email.com,85,Group_A,Active
APP-03744,1999-09-24,applicant_3744@email.com,57,Group_C,Inactive
APP-03745,1997-03-16,applicant_3745@email.com,74,Group_A,Inactive
APP-03746,1986-12-05,applicant_3746@email.com,81,Group_A,Active
APP-03747,2000-07-28,applicant_3747@email.com,57,Group_B,Active
APP-03748,1986-12-22,applicant_3748@email.com,61,Group_C,Active
APP-03749,1980-05-09,applicant_3749email.com,70,Group_B,Active
APP-03750,01-04-1998,applicant_3750@email.com,76,Group_B,Active
APP-03751,1993-02-07,applicant_3751@email.com,77,Group_A,Active
APP-03752,12-02-1985,applicant_3752email.com,80,Group_B,Active
APP-03753,2000-07-20,applicant_3753@email.com,69,Group_C,Inactive
APP-03754,1996-04-09,applicant.num_3754@email.com,52,Group_B,Active
APP-03755,1991-03-18,applicant.num_3755@email.com,58,Group_B,Inactive
APP-03756,1996-07-16,applicant_3756@email.com,74,Group_B,Active
APP-03757,12-02-1993,applicant_3757@email.com,77,Group_C,Active
APP-03758,11-13-1993,applicant_3758@email.com,70,Group_A,Active
APP-03759,1988-05-25,applicant_3759@email.com,78,Group_B,Active
APP-03760,1983-09-16,applicant_3760@email.com,80,Group_A,Inactive
APP-03761,1992-09-12,applicant_3761@email.com,73,Group_C,Active
APP-03762,1994-11-02,applicant_3762@email.com,null,Group_B,Active
APP-03763,1985-04-28,applicant_3763@email.com,60,Group_B,Active
APP-03764,1997-03-18,applicant_3764@email.com,75,Group_A,Inactive
APP-03765,1981-06-28,applicant_3765@email.com,54,Group_A,Active
APP-03766,2000-06-07,applicant_3766@email.com,65,Group_B,Active
APP-03767,1983-01-27,applicant_3767@email.com,74,Group_B,Inactive
APP-03768,09-20-1982,applicant_3768email.com,68,Group_A,Active
APP-03769,06-10-1998,applicant_3769@email.com,90,Group_A,Active
APP-03770,1984-09-23,applicant_3770@email.com,64,Group_B,Active
APP-03771,1995-05-28,applicant_3771@email.com,75,Group_A,Inactive
APP-03772,1999-10-15,applicant.num_3772@email.com,60,Group_C,Active
APP-03773,1982-11-24,applicant_3773email.com,59,Group_B,Inactive
APP-03774,08-08-1994,applicant_3774@email.com,56,Group_C,Active
APP-03775,1999-11-01,applicant_3775@email.com,76,Group_B,Inactive
APP-03776,2000-11-17,applicant_3776@email.com,71,Group_C,Inactive
APP-03777,08-09-1997,applicant_3777@email.com,67,Group_C,Active
APP-03778,1995-11-23,applicant_3778@email.com,63,Group_A,Active
APP-03779,1987-01-03,applicant_3779@email.com,57,Group_A,Active
APP-03780,1983-06-11,applicant_3780@email.com,82,Group_C,Active
APP-03781,1982-01-28,applicant_3781@email.com,77,Group_C,Active
APP-03782,1982-10-26,applicant_3782@email.com,null,Group_C,Inactive
APP-03783,1983-05-08,applicant_3783@email.com,89,Group_A,Active
APP-03784,1988-03-28,applicant_3784@email.com,83,Group_A,Active
APP-03785,1991-08-28,applicant_3785@email.com,79,Group_C,Active
APP-03786,1998-08-18,applicant_3786@email.com,63,Group_B,Inactive
APP-03787,01-20-1991,applicant.num_3787@email.com,69,Group_A,Active
APP-03788,08-19-1997,applicant_3788@email.com,70,Group_C,Inactive
APP-03789,1983-05-27,applicant_3789@email.com,57,Group_A,Inactive
APP-03790,1984-11-22,applicant_3790@email.com,58,Group_B,Active
APP-03791,1994-07-24,applicant_3791@email.com,78,Group_C,Active
APP-03792,1993-11-24,applicant_3792@email.com,84,Group_A,Active
APP-03793,1980-06-18,applicant_3793@email.com,77,Group_B,Inactive
APP-03794,1999-01-03,applicant_3794@email.com,89,Group_A,Active
APP-03795,2000-03-03,applicant_3795@email.com,58,Group_C,Active
APP-03796,1984-03-30,applicant_3796@email.com,62,Group_B,Active
APP-03797,10-12-1985,applicant_3797@email.com,56,Group_B,Inactive
APP-03798,1985-02-06,applicant_3798@email.com,57,Group_A,Active
APP-03799,1998-04-16,applicant_3799@email.com,81,Group_C,Inactive
APP-03800,1995-09-11,applicant_3800@email.com,85,Group_B,Active
APP-03801,1997-10-18,applicant_3801@email.com,80,Group_C,Active
APP-03802,1980-05-13,applicant_3802@email.com,77,Group_C,Active
APP-03803,1980-09-19,applicant_3803@email.com,77,Group_C,Active
APP-03804,1982-07-22,applicant_3804@email.com,84,Group_A,Inactive
APP-03805,1986-04-21,applicant_3805@email.com,77,Group_C,Inactive
APP-03806,1986-08-19,applicant_3806@email.com,78,Group_C,Active
APP-03807,1995-02-09,applicant_3807@email.com,85,Group_B,Active
APP-03808,2000-02-09,applicant_3808@email.com,51,Group_B,Inactive
APP-03809,1999-08-31,applicant_3809@email.com,83,Group_B,Active
APP-03810,2000-04-20,applicant_3810@email.com,59,Group_B,Inactive
APP-03811,1982-01-29,applicant_3811@email.com,73,Group_B,Inactive
APP-03812,2000-12-03,applicant_3812@email.com,65,Group_A,Active
APP-03813,1985-12-04,applicant_3813email.com,59,Group_A,Inactive
APP-03814,1996-10-06,applicant_3814@email.com,77,Group_B,Active
APP-03815,1981-04-25,applicant_3815@email.com,71,Group_B,Active
APP-03816,1991-09-14,applicant_3816@email.com,53,Group_C,Inactive
APP-03817,1992-06-19,applicant_3817@email.com,75,Group_A,Active
APP-03818,2000-08-07,applicant_3818@email.com,57,Group_C,Inactive
APP-03819,1986-08-31,applicant.num_3819@email.com,77,Group_C,Active
APP-03820,1985-06-24,applicant_3820@email.com,75,Group_C,Active
APP-03821,1997-04-05,applicant_3821@email.com,72,Group_C,Active
APP-03822,1988-08-09,applicant.num_3822@email.com,63,Group_A,Active
APP-03823,1991-09-03,applicant_3823@email.com,71,Group_A,Active
APP-03824,1984-11-18,applicant.num_3824@email.com,72,Group_C,Inactive
APP-03825,1992-08-17,applicant_3825@email.com,82,Group_C,Active
APP-03826,2000-01-18,applicant_3826@email.com,84,Group_A,Active
APP-03827,1993-03-15,applicant_3827@email.com,76,Group_A,Active
APP-03828,07-04-1992,applicant_3828@email.com,56,Group_A,Active
APP-03829,1982-01-15,applicant_3829@email.com,74,Group_A,Active
APP-03830,1984-10-25,applicant_3830@email.com,90,Group_A,Active
APP-03831,1984-01-28,applicant_3831@email.com,82,Group_A,Active
APP-03832,1986-11-03,applicant_3832@email.com,72,Group_C,Active
APP-03833,1997-11-19,applicant_3833@email.com,71,Group_A,Active
APP-03834,03-25-1995,applicant_3834@email.com,75,Group_B,Active
APP-03835,1980-10-03,applicant_3835@email.com,68,Group_C,Active
APP-03836,1998-03-24,applicant.num_3836@email.com,58,Group_B,Inactive
APP-03837,1998-12-16,applicant.num_3837@email.com,null,Group_A,Active
APP-03838,1993-07-10,applicant_3838@email.com,63,Group_B,Active
APP-03839,1991-08-04,applicant_3839@email.com,61,Group_B,Active
APP-03840,1984-08-19,applicant_3840@email.com,85,Group_A,Active
APP-03841,1990-01-30,applicant.num_3841@email.com,76,Group_B,Inactive
APP-03842,1996-09-23,applicant_3842@email.com,51,Group_C,Inactive
APP-03843,1997-06-20,applicant_3843@email.com,70,Group_C,Inactive
APP-03844,1982-03-31,applicant_3844@email.com,90,Group_A,Active
APP-03845,1985-09-07,applicant.num_3845@email.com,62,Group_C,Active
APP-03846,1988-05-25,applicant_3846@email.com,78,Group_A,Active
APP-03847,1995-04-04,applicant_3847@email.com,80,Group_A,Active
APP-03848,1993-04-18,applicant_3848@email.com,62,Group_B,Active
APP-03849,04-27-1993,applicant_3849@email.com,57,Group_A,Active
APP-03850,1997-10-10,applicant_3850@email.com,66,Group_C,Inactive
APP-03851,1982-06-09,applicant_3851@email.com,61,Group_A,Active
APP-03852,1992-07-31,applicant_3852@email.com,52,Group_B,Inactive
APP-03853,1988-01-13,applicant_3853@email.com,55,Group_C,Active
APP-03854,1989-06-29,applicant_3854@email.com,74,Group_B,Active
APP-03855,1988-08-15,applicant_3855@email.com,60,Group_C,Active
APP-03856,1982-05-23,applicant.num_3856@email.com,82,Group_A,Inactive
APP-03857,1987-08-01,applicant_3857@email.com,56,Group_B,Inactive
APP-03858,1990-01-08,applicant_3858@email.com,78,Group_A,Active
APP-03859,1995-07-04,applicant_3859@email.com,89,Group_A,Active
APP-03860,1982-08-24,applicant_3860@email.com,79,Group_A,Active
APP-03861,1990-07-07,applicant_3861@email.com,72,Group_C,Active
APP-03862,1982-08-23,applicant_3862@email.com,57,Group_C,Active
APP-03863,1983-08-03,applicant_3863@email.com,86,Group_A,Active
APP-03864,03-08-1999,applicant.num_3864@email.com,80,Group_A,Active
APP-03865,1995-01-15,applicant_3865@email.com,70,Group_B,Active
APP-03866,1989-06-06,applicant_3866@email.com,50,Group_C,Inactive
APP-03867,1984-02-05,applicant_3867@email.com,60,Group_C,Active
APP-03868,1987-08-17,applicant_3868@email.com,61,Group_C,Active
APP-03869,1993-12-08,applicant_3869@email.com,74,Group_B,Active
APP-03870,1985-04-03,applicant_3870@email.com,67,Group_B,Active
APP-03871,1983-09-29,applicant_3871@email.com,52,Group_B,Active
APP-03872,06-04-1994,applicant.num_3872@email.com,70,Group_C,Active
APP-03873,1993-07-22,applicant_3873@email.com,67,Group_B,Inactive
APP-03874,1992-02-08,applicant_3874@email.com,74,Group_B,Active
APP-03875,1990-04-01,applicant_3875@email.com,74,Group_C,Inactive
APP-03876,1981-05-10,applicant_3876@email.com,55,Group_B,Inactive
APP-03877,03-01-1993,applicant_3877@email.com,74,Group_B,Active
APP-03878,12-03-1996,applicant_3878@email.com,67,Group_B,Active
APP-03879,1983-06-11,applicant.num_3879@email.com,63,Group_C,Active
APP-03880,03-13-1992,applicant_3880@email.com,79,Group_A,Inactive
APP-03881,03-01-1997,applicant_3881@email.com,59,Group_A,Active
APP-03882,1989-04-14,applicant_3882@email.com,null,Group_A,Active
APP-03883,1981-02-23,applicant_3883@email.com,90,Group_A,Inactive
APP-03884,08-20-1982,applicant_3884@email.com,57,Group_B,Active
APP-03885,1996-01-23,applicant_3885@email.com,59,Group_B,Active
APP-03886,1991-09-19,applicant_3886@email.com,71,Group_A,Active
APP-03887,1985-03-17,applicant_3887@email.com,,Group_C,Active
APP-03888,1987-01-29,applicant_3888@email.com,62,Group_A,Active
APP-03889,1996-06-27,applicant.num_3889@email.com,81,Group_B,Active
APP-03890,1988-07-03,applicant_3890@email.com,55,Group_C,Active
APP-03891,1991-07-29,applicant_3891@email.com,86,Group_A,Active
APP-03892,1984-06-16,applicant_3892@email.com,77,Group_C,Active
APP-03893,1999-10-21,applicant_3893@email.com,null,Group_B,Active
APP-03894,01-31-1987,applicant_3894@email.com,52,Group_A,Active
APP-03895,1997-01-14,applicant_3895email.com,88,Group_A,Active
APP-03896,1997-02-13,applicant_3896@email.com,61,Group_B,Inactive
APP-03897,1980-02-14,applicant_3897@email.com,67,Group_B,Inactive
APP-03898,02-14-1995,applicant_3898@email.com,85,Group_B,Inactive
APP-03899,1986-03-30,applicant_3899@email.com,83,Group_B,Inactive
APP-03900,1988-08-10,applicant_3900@email.com,62,Group_A,Inactive
APP-03901,1981-10-27,applicant_3901@email.com,81,Group_C,Inactive
APP-03902,2000-06-29,applicant_3902@email.com,89,Group_A,Inactive
APP-03903,1988-04-22,applicant.num_3903@email.com,null,Group_C,Active
APP-03904,1994-02-05,applicant_3904email.com,null,Group_B,Active
APP-03905,1995-01-23,applicant_3905email.com,68,Group_A,Inactive
APP-03906,1993-04-23,applicant_3906@email.com,78,Group_A,Active
APP-03907,1994-06-26,applicant_3907@email.com,,Group_C,Active
APP-03908,11-19-1990,applicant_3908@email.com,82,Group_A,Active
APP-03909,1994-06-19,applicant_3909@email.com,69,Group_A,Active
APP-03910,1980-01-01,applicant_3910@email.com,62,Group_C,Active
APP-03911,1987-12-17,applicant_3911@email.com,,Group_C,Active
APP-03912,1992-01-23,applicant.num_3912@email.com,83,Group_B,Active
APP-03913,1983-12-07,applicant_3913@email.com,85,Group_B,Inactive
APP-03914,1997-11-01,applicant_3914@email.com,76,Group_B,Inactive
APP-03915,1993-02-01,applicant_3915@email.com,84,Group_C,Inactive
APP-03916,1986-05-06,applicant_3916@email.com,78,Group_B,Active
APP-03917,1994-12-10,applicant_3917@email.com,71,Group_A,Active
APP-03918,08-07-1982,applicant.num_3918@email.com,74,Group_B,Active
APP-03919,1992-02-14,applicant.num_3919@email.com,85,Group_A,Active
APP-03920,1992-04-22,applicant_3920@email.com,89,Group_A,Active
APP-03921,1980-03-26,applicant.num_3921@email.com,74,Group_C,Active
APP-03922,1997-05-10,applicant_3922@email.com,72,Group_C,Active
APP-03923,1991-05-26,applicant_3923@email.com,70,Group_B,Active
APP-03924,06-09-1987,applicant_3924@email.com,70,Group_B,Inactive
APP-03925,1991-04-14,applicant_3925@email.com,81,Group_C,Inactive
APP-03926,09-03-1988,applicant_3926@email.com,81,Group_A,Active
APP-03927,1985-11-20,applicant_3927@email.com,77,Group_A,Inactive
APP-03928,1987-11-05,applicant_3928@email.com,68,Group_C,Inactive
APP-03929,1988-01-12,applicant_3929@email.com,null,Group_B,Active
APP-03930,1980-06-22,applicant_3930@email.com,79,Group_B,Inactive
APP-03931,1999-09-11,applicant_3931@email.com,95,Group_A,Active
APP-03932,1999-03-22,applicant_3932email.com,73,Group_C,Inactive
APP-03933,1995-12-16,applicant_3933@email.com,51,Group_B,Active
APP-03934,03-02-1988,applicant_3934@email.com,83,Group_C,Active
APP-03935,2000-08-19,applicant_3935@email.com,85,Group_B,Active
APP-03936,1992-10-19,applicant_3936@email.com,91,Group_A,Inactive
APP-03937,04-18-1994,applicant_3937@email.com,56,Group_C,Active
APP-03938,1987-06-14,applicant.num_3938@email.com,87,Group_A,Active
APP-03939,1999-08-14,applicant_3939@email.com,67,Group_C,Active
APP-03940,1995-10-11,applicant_3940@email.com,66,Group_A,Inactive
APP-03941,1987-09-01,applicant_3941@email.com,50,Group_C,Active
APP-03942,1989-11-20,applicant_3942@email.com,null,Group_A,Active
APP-03943,1981-03-20,applicant_3943@email.com,82,Group_A,Active
APP-03944,1985-12-06,applicant.num_3944@email.com,61,Group_B,Active
APP-03945,1990-05-11,applicant_3945@email.com,69,Group_A,Active
APP-03946,1985-11-30,applicant_3946@email.com,71,Group_B,Active
APP-03947,1986-06-18,applicant_3947@email.com,66,Group_A,Active
APP-03948,1998-09-18,applicant_3948@email.com,89,Group_A,Active
APP-03949,1995-09-20,applicant_3949@email.com,74,Group_A,Active
APP-03950,1999-10-29,applicant_3950email.com,85,Group_B,Active
APP-03951,1992-05-25,applicant_3951@email.com,61,Group_C,Active
APP-03952,12-06-1994,applicant_3952@email.com,90,Group_A,Active
APP-03953,1984-06-22,applicant_3953@email.com,53,Group_C,Inactive
APP-03954,1980-01-08,applicant_3954@email.com,76,Group_A,Inactive
APP-03955,1989-05-24,applicant_3955@email.com,69,Group_C,Inactive
APP-03956,1995-02-15,applicant_3956@email.com,81,Group_B,Active
APP-03957,1982-02-04,applicant_3957@email.com,55,Group_A,Active
APP-03958,1999-03-18,applicant_3958@email.com,63,Group_C,Active
APP-03959,09-25-1990,applicant_3959@email.com,76,Group_B,Active
APP-03960,07-11-1984,applicant_3960@email.com,87,Group_A,Inactive
APP-03961,1980-03-07,applicant_3961@email.com,75,Group_A,Active
APP-03962,1998-10-21,applicant_3962@email.com,58,Group_A,Active
APP-03963,1985-03-27,applicant_3963@email.com,54,Group_A,Inactive
APP-03964,1981-11-09,applicant_3964@email.com,68,Group_A,Active
APP-03965,1997-02-11,applicant.num_3965@email.com,59,Group_C,Inactive
APP-03966,1995-10-07,applicant_3966@email.com,64,Group_A,Active
APP-03967,1995-05-29,applicant_3967@email.com,62,Group_B,Active
APP-03968,1994-04-15,applicant_3968@email.com,,Group_A,Inactive
APP-03969,1985-03-09,applicant_3969@email.com,81,Group_A,Active
APP-03970,1993-06-26,applicant_3970@email.com,61,Group_C,Active
APP-03971,1991-07-11,applicant_3971@email.com,59,Group_B,Active
APP-03972,1985-11-18,applicant_3972@email.com,85,Group_A,Active
APP-03973,1981-11-30,applicant.num_3973@email.com,75,Group_A,Active
APP-03974,1985-03-05,applicant.num_3974@email.com,55,Group_C,Active
APP-03975,04-24-1995,applicant_3975@email.com,64,Group_B,Active
APP-03976,1982-01-21,applicant_3976@email.com,65,Group_A,Active
APP-03977,1992-06-07,applicant_3977@email.com,71,Group_A,Active
APP-03978,1991-07-29,applicant_3978@email.com,72,Group_A,Inactive
APP-03979,1988-08-07,applicant.num_3979@email.com,56,Group_A,Active
APP-03980,1999-02-28,applicant.num_3980@email.com,84,Group_A,Inactive
APP-03981,1983-02-18,applicant_3981@email.com,54,Group_B,Active
APP-03982,01-14-1995,applicant_3982@email.com,null,Group_B,Active
APP-03983,1995-11-28,applicant.num_3983@email.com,54,Group_C,Active
APP-03984,1989-08-16,applicant_3984@email.com,63,Group_A,Active
APP-03985,1998-07-18,applicant_3985email.com,55,Group_B,Active
APP-03986,1991-05-16,applicant_3986@email.com,72,Group_B,Active
APP-03987,1982-09-23,applicant_3987@email.com,51,Group_C,Active
APP-03988,1988-08-26,applicant.num_3988@email.com,75,Group_B,Active
APP-03989,1986-04-14,applicant_3989@email.com,null,Group_C,Inactive
APP-03990,1996-08-19,applicant_3990email.com,82,Group_B,Active
APP-03991,12-12-1989,applicant_3991@email.com,71,Group_B,Active
APP-03992,2000-09-10,applicant_3992@email.com,81,Group_C,Active
APP-03993,1982-01-30,applicant_3993@email.com,61,Group_A,Inactive
APP-03994,10-09-1994,applicant_3994@email.com,null,Group_B,Active
APP-03995,1987-10-27,applicant_3995@email.com,69,Group_A,Active
APP-03996,1986-09-16,applicant_3996@email.com,83,Group_A,Active
APP-03997,1999-02-24,applicant_3997@email.com,90,Group_A,Active
APP-03998,06-16-1982,applicant_3998@email.com,null,Group_B,Active
APP-03999,1991-05-23,applicant_3999@email.com,83,Group_A,Active
APP-04000,08-26-1997,applicant_4000email.com,59,Group_C,Active
APP-04001,1981-10-15,applicant_4001email.com,65,Group_C,Inactive
APP-04002,1992-04-04,applicant_4002@email.com,81,Group_B,Inactive
APP-04003,1998-12-23,applicant_4003@email.com,56,Group_B,Active
APP-04004,1996-12-14,applicant_4004@email.com,60,Group_C,Active
APP-04005,1987-06-07,applicant_4005@email.com,75,Group_B,Active
APP-04006,1980-08-30,applicant_4006@email.com,79,Group_C,Inactive
APP-04007,1982-12-14,applicant_4007@email.com,58,Group_B,Active
APP-04008,1984-01-26,applicant_4008@email.com,65,Group_B,Active
APP-04009,1985-02-23,applicant_4009@email.com,66,Group_C,Active
APP-04010,1981-02-22,applicant_4010@email.com,null,Group_A,Active
APP-04011,01-15-2000,applicant_4011@email.com,52,Group_C,Active
APP-04012,07-07-1981,applicant.num_4012@email.com,81,Group_A,Active
APP-04013,1983-03-01,applicant_4013@email.com,84,Group_B,Inactive
APP-04014,1990-07-26,applicant_4014@email.com,84,Group_C,Active
APP-04015,2000-07-21,applicant_4015@email.com,81,Group_A,Active
APP-04016,1996-01-10,applicant_4016@email.com,null,Group_C,Active
APP-04017,1996-05-10,applicant.num_4017@email.com,50,Group_B,Active
APP-04018,1981-03-09,applicant_4018@email.com,80,Group_A,Active
APP-04019,1992-02-11,applicant_4019@email.com,62,Group_C,Active
APP-04020,1991-12-15,applicant_4020@email.com,83,Group_A,Active
APP-04021,1992-08-08,applicant_4021@email.com,69,Group_C,Active
APP-04022,1984-02-07,applicant.num_4022@email.com,59,Group_A,Active
APP-04023,1987-10-13,applicant_4023email.com,68,Group_B,Inactive
APP-04024,01-12-1996,applicant_4024@email.com,67,Group_B,Active
APP-04025,05-14-1991,applicant_4025@email.com,72,Group_C,Inactive
APP-04026,1980-06-30,applicant_4026@email.com,57,Group_B,Inactive
APP-04027,1985-07-21,applicant_4027@email.com,61,Group_C,Active
APP-04028,1981-12-29,applicant_4028@email.com,79,Group_B,Active
APP-04029,1996-05-09,applicant_4029@email.com,51,Group_B,Active
APP-04030,1989-12-06,applicant_4030@email.com,50,Group_C,Active
APP-04031,1982-10-29,applicant_4031@email.com,69,Group_C,Inactive
APP-04032,1984-09-16,applicant.num_4032@email.com,83,Group_A,Active
APP-04033,1988-11-25,applicant_4033@email.com,66,Group_A,Active
APP-04034,10-19-1983,applicant_4034@email.com,51,Group_B,Active
APP-04035,1997-12-11,applicant_4035@email.com,83,Group_C,Active
APP-04036,1987-09-22,applicant_4036@email.com,74,Group_C,Active
APP-04037,1999-02-08,applicant_4037@email.com,74,Group_C,Active
APP-04038,1986-07-06,applicant_4038@email.com,67,Group_C,Active
APP-04039,1992-09-27,applicant_4039@email.com,74,Group_B,Active
APP-04040,1984-08-01,applicant_4040@email.com,78,Group_B,Active
APP-04041,1999-07-05,applicant_4041@email.com,55,Group_C,Active
APP-04042,1995-04-01,applicant.num_4042@email.com,82,Group_A,Active
APP-04043,2000-01-19,applicant_4043@email.com,,Group_B,Active
APP-04044,1994-07-16,applicant_4044@email.com,51,Group_C,Active
APP-04045,1992-01-06,applicant_4045email.com,80,Group_A,Active
APP-04046,2000-01-19,applicant_4046@email.com,null,Group_A,Inactive
APP-04047,1998-12-17,applicant_4047@email.com,64,Group_B,Active
APP-04048,10-06-1999,applicant_4048@email.com,76,Group_B,Active
APP-04049,1987-04-09,applicant_4049@email.com,52,Group_B,Active
APP-04050,1981-05-07,applicant_4050@email.com,58,Group_B,Active
APP-04051,1999-08-03,applicant_4051@email.com,56,Group_B,Active
APP-04052,1999-09-20,applicant_4052@email.com,58,Group_B,Inactive
APP-04053,1997-01-04,applicant_4053@email.com,56,Group_B,Inactive
APP-04054,09-25-1983,applicant.num_4054@email.com,null,Group_C,Active
APP-04055,1980-06-02,applicant_4055@email.com,81,Group_C,Active
APP-04056,1989-08-12,applicant.num_4056@email.com,61,Group_C,Active
APP-04057,1998-08-16,applicant_4057@email.com,54,Group_C,Active
APP-04058,1980-05-18,applicant_4058@email.com,58,Group_C,Active
APP-04059,1992-08-10,applicant_4059@email.com,71,Group_A,Inactive
APP-04060,1990-10-03,applicant_4060@email.com,59,Group_A,Active
APP-04061,1993-06-02,applicant_4061@email.com,50,Group_B,Inactive
APP-04062,1988-10-30,applicant_4062@email.com,65,Group_A,Inactive
APP-04063,1996-09-30,applicant.num_4063@email.com,79,Group_C,Active
APP-04064,1985-12-26,applicant_4064@email.com,61,Group_B,Inactive
APP-04065,1991-11-13,applicant.num_4065@email.com,82,Group_A,Active
APP-04066,01-03-1992,applicant_4066@email.com,69,Group_B,Active
APP-04067,1983-04-30,applicant_4067@email.com,84,Group_A,Active
APP-04068,2000-06-17,applicant_4068@email.com,58,Group_C,Active
APP-04069,1982-06-07,applicant_4069@email.com,73,Group_A,Active
APP-04070,1981-07-13,applicant_4070@email.com,81,Group_A,Active
APP-04071,1985-04-15,applicant_4071@email.com,53,Group_A,Inactive
APP-04072,1981-06-25,applicant_4072@email.com,75,Group_C,Active
APP-04073,1991-03-18,applicant.num_4073@email.com,75,Group_C,Active
APP-04074,1999-08-05,applicant_4074@email.com,63,Group_C,Active
APP-04075,2000-05-30,applicant_4075@email.com,65,Group_B,Active
APP-04076,1982-10-19,applicant_4076@email.com,83,Group_A,Active
APP-04077,04-24-1988,applicant_4077@email.com,82,Group_A,Inactive
APP-04078,1993-10-03,applicant_4078@email.com,71,Group_C,Active
APP-04079,1990-10-19,applicant_4079@email.com,67,Group_C,Active
APP-04080,1997-09-01,applicant_4080@email.com,54,Group_C,Active
APP-04081,05-17-1991,applicant_4081@email.com,73,Group_A,Inactive
APP-04082,1993-09-12,applicant_4082email.com,54,Group_C,Inactive
APP-04083,1984-11-13,applicant_4083@email.com,51,Group_A,Active
APP-04084,1993-10-26,applicant_4084@email.com,73,Group_B,Active
APP-04085,01-23-1997,applicant_4085@email.com,77,Group_A,Inactive
APP-04086,1989-01-08,applicant_4086@email.com,57,Group_B,Active
APP-04087,1990-02-18,applicant_4087@email.com,56,Group_B,Inactive
APP-04088,11-15-1992,applicant_4088@email.com,57,Group_A,Active
APP-04089,1983-01-04,applicant_4089@email.com,85,Group_C,Active
APP-04090,1993-11-14,applicant_4090@email.com,85,Group_B,Active
APP-04091,1993-12-10,applicant_4091@email.com,75,Group_A,Inactive
APP-04092,1985-07-06,applicant_4092@email.com,62,Group_C,Inactive
APP-04093,2000-09-01,applicant_4093@email.com,84,Group_C,Inactive
APP-04094,05-24-2000,applicant_4094@email.com,82,Group_C,Inactive
APP-04095,1998-11-15,applicant_4095@email.com,72,Group_B,Inactive
APP-04096,1989-03-20,applicant_4096@email.com,64,Group_A,Active
APP-04097,1998-11-13,applicant_4097@email.com,75,Group_B,Active
APP-04098,1998-02-28,applicant_4098@email.com,84,Group_A,Active
APP-04099,06-06-1997,applicant_4099@email.com,63,Group_B,Active
APP-04100,1980-02-09,applicant_4100@email.com,56,Group_B,Active
APP-04101,1991-07-06,applicant_4101@email.com,55,Group_C,Active
APP-04102,1981-12-15,applicant_4102@email.com,68,Group_C,Active
APP-04103,1987-08-03,applicant_4103@email.com,51,Group_C,Active
APP-04104,08-12-1982,applicant_4104@email.com,null,Group_B,Inactive
APP-04105,2000-09-21,applicant_4105@email.com,84,Group_C,Active
APP-04106,1982-06-28,applicant_4106@email.com,55,Group_B,Inactive
APP-04107,1980-08-18,applicant_4107@email.com,83,Group_B,Inactive
APP-04108,1989-07-06,applicant_4108@email.com,73,Group_A,Active
APP-04109,10-23-1985,applicant_4109@email.com,61,Group_B,Active
APP-04110,04-25-1993,applicant_4110@email.com,74,Group_A,Active
APP-04111,07-04-1994,applicant_4111@email.com,68,Group_B,Active
APP-04112,1999-12-06,applicant_4112@email.com,61,Group_C,Active
APP-04113,1992-04-10,applicant_4113@email.com,53,Group_B,Active
APP-04114,1983-01-23,applicant_4114@email.com,79,Group_A,Active
APP-04115,1980-07-27,applicant_4115@email.com,52,Group_B,Inactive
APP-04116,1981-01-16,applicant_4116@email.com,77,Group_A,Active
APP-04117,1981-08-31,applicant_4117@email.com,null,Group_B,Active
APP-04118,1993-11-01,applicant_4118@email.com,62,Group_C,Active
APP-04119,1982-08-03,applicant_4119@email.com,81,Group_B,Active
APP-04120,1993-10-27,applicant_4120@email.com,58,Group_B,Active
APP-04121,1989-12-10,applicant_4121@email.com,65,Group_A,Active
APP-04122,04-29-1990,applicant_4122@email.com,,Group_C,Active
APP-04123,1989-12-21,applicant_4123@email.com,83,Group_B,Active
APP-04124,1989-10-21,applicant_4124@email.com,59,Group_C,Inactive
APP-04125,1985-01-28,applicant_4125@email.com,74,Group_B,Active
APP-04126,1986-09-14,applicant.num_4126@email.com,null,Group_B,Active
APP-04127,10-08-1981,applicant_4127@email.com,67,Group_A,Active
APP-04128,1990-02-23,applicant_4128@email.com,78,Group_B,Active
